"","frame","sigma","lambda","rep","TP","FP","TN","FN","auc","Reach","KG","Sensitivity","X1.Specificity"
"416",21,1.75,0.002,16,876,203,862,127,0.907654501284878,0.843560964438471,0.781755525542907,0.873379860418744,0.190610328638498
"417",21,1.75,0.002,17,290,79,395,165,0.838976213659758,0.564835164835165,0.738505747126437,0.637362637362637,0.166666666666667
"418",21,1.75,0.002,18,714,406,1881,1519,0.593972708533268,0.172922093397262,0.44479882027144,0.31974921630094,0.177525142107565
"419",21,1.75,0.002,19,433,154,641,336,0.696415339696248,0.458096399278598,0.655973390271181,0.563068920676203,0.193710691823899
"420",21,1.75,0.002,20,231,66,251,94,0.829022082018927,0.63471651854122,0.707075259125732,0.710769230769231,0.20820189274448
"421",22,1.75,0.112888888888889,1,285,59,341,116,0.805835411471322,0.660672366005807,0.792464912280702,0.71072319201995,0.1475
"422",22,1.75,0.112888888888889,2,931,180,839,26,0.938499748252379,0.967003062560171,0.818423108099704,0.972831765935214,0.176643768400393
"423",22,1.75,0.112888888888889,3,480,102,451,110,0.887320317528427,0.77139313766019,0.773282097649186,0.813559322033898,0.184448462929476
"424",22,1.75,0.112888888888889,4,1023,510,2677,2018,0.616701956433295,0.209979366783703,0.524304657760127,0.336402499177902,0.160025101976781
"425",22,1.75,0.112888888888889,5,418,94,429,128,0.777166109862095,0.714200329584945,0.765230040162112,0.765567765567766,0.179732313575526
"426",22,1.75,0.112888888888889,6,453,106,486,133,0.861521077391385,0.723535442913524,0.768375991885926,0.773037542662116,0.179054054054054
"427",22,1.75,0.112888888888889,7,601,128,468,22,0.923508246523102,0.955028741545596,0.77737328166702,0.964686998394864,0.214765100671141
"428",22,1.75,0.112888888888889,8,506,139,650,259,0.779073369947895,0.589037707390649,0.733652444431085,0.661437908496732,0.17617237008872
"429",22,1.75,0.112888888888889,9,466,113,421,56,0.890001004491512,0.86392551942556,0.762959926701066,0.89272030651341,0.211610486891386
"430",22,1.75,0.112888888888889,10,324,132,494,321,0.702952175743616,0.369343752942284,0.580227192048278,0.502325581395349,0.210862619808307
"431",22,1.75,0.112888888888889,11,1059,321,1571,796,0.689555113600748,0.483210000669136,0.702811599758039,0.57088948787062,0.169661733615222
"432",22,1.75,0.112888888888889,12,267,104,696,511,0.774287435732648,0.245043288124575,0.621198501872659,0.34318766066838,0.13
"433",22,1.75,0.112888888888889,13,324,110,428,128,0.778748725203145,0.644032751633446,0.714764330625545,0.716814159292035,0.204460966542751
"434",22,1.75,0.112888888888889,14,435,114,464,119,0.826333803854946,0.732424063239139,0.748812790836416,0.785198555956679,0.197231833910035
"435",22,1.75,0.112888888888889,15,389,80,337,28,0.926936148922589,0.916913946587537,0.794344473007712,0.932853717026379,0.191846522781775
"436",22,1.75,0.112888888888889,16,877,210,855,126,0.89536929118747,0.843522065382799,0.774487288611945,0.874376869391825,0.197183098591549
"437",22,1.75,0.112888888888889,17,300,79,395,155,0.844187879630918,0.591208791208791,0.747222222222222,0.659340659340659,0.166666666666667
"438",22,1.75,0.112888888888889,18,741,402,1885,1492,0.612244170647741,0.189347157004708,0.470299474764069,0.331840573219884,0.175776125929165
"439",22,1.75,0.112888888888889,19,428,149,646,341,0.700264167300505,0.454289073099639,0.663254570034679,0.556566970091027,0.187421383647799
"440",22,1.75,0.112888888888889,20,235,64,253,90,0.819985440427081,0.653025235633931,0.720786629975166,0.723076923076923,0.201892744479495
"441",23,1.75,0.223777777777778,1,285,56,344,116,0.813460099750623,0.663631618627849,0.803017543859649,0.71072319201995,0.14
"442",23,1.75,0.223777777777778,2,924,177,842,33,0.940775218599996,0.958268490457859,0.820096733492219,0.96551724137931,0.173699705593719
"443",23,1.75,0.223777777777778,3,472,107,446,118,0.885542648726515,0.752017937219731,0.758137432188065,0.8,0.193490054249548
"444",23,1.75,0.223777777777778,4,1026,509,2678,2015,0.62226271290584,0.21144839299796,0.526625588480492,0.337389016770799,0.159711327267022
"445",23,1.75,0.223777777777778,5,422,97,426,124,0.783287458239657,0.721181791604327,0.760033710003353,0.772893772893773,0.18546845124283
"446",23,1.75,0.223777777777778,6,454,106,486,132,0.864444008855272,0.725614123793873,0.768886176925825,0.774744027303754,0.179054054054054
"447",23,1.75,0.223777777777778,7,606,121,475,17,0.925097223868056,0.965761594998733,0.791284581478282,0.972712680577849,0.203020134228188
"448",23,1.75,0.223777777777778,8,501,129,660,264,0.77901372631858,0.587450980392157,0.750347214316614,0.654901960784314,0.163498098859316
"449",23,1.75,0.223777777777778,9,470,111,423,52,0.893534662132105,0.874242547756855,0.769136983026536,0.900383141762452,0.207865168539326
"450",23,1.75,0.223777777777778,10,327,128,498,318,0.693446764246972,0.380255907350332,0.596682006038046,0.506976744186047,0.204472843450479
"451",23,1.75,0.223777777777778,11,1072,320,1572,783,0.696329274060735,0.491973416184852,0.707330156826859,0.577897574123989,0.169133192389006
"452",23,1.75,0.223777777777778,12,266,115,685,512,0.764300289203085,0.231418760437581,0.579558270676692,0.341902313624679,0.14375
"453",23,1.75,0.223777777777778,13,310,109,429,142,0.78063213475014,0.606019349382181,0.704592876843746,0.685840707964602,0.202602230483271
"454",23,1.75,0.223777777777778,14,435,115,463,119,0.821462031404195,0.731846145449158,0.746609394264805,0.785198555956679,0.198961937716263
"455",23,1.75,0.223777777777778,15,389,82,335,28,0.929604517824589,0.916417910447761,0.789203084832905,0.932853717026379,0.196642685851319
"456",23,1.75,0.223777777777778,16,883,206,859,120,0.893561568814683,0.851667349523026,0.780285943672606,0.880358923230309,0.193427230046948
"457",23,1.75,0.223777777777778,17,298,80,394,157,0.84469791811564,0.584883137167401,0.742304533741115,0.654945054945055,0.168776371308017
"458",23,1.75,0.223777777777778,18,716,388,1899,1517,0.620068139571178,0.181840349187955,0.470895735673823,0.32064487236901,0.169654569304766
"459",23,1.75,0.223777777777778,19,408,146,649,361,0.701621807296906,0.424953063731138,0.653859908743372,0.530559167750325,0.183647798742138
"460",23,1.75,0.223777777777778,20,235,65,252,90,0.813880126182965,0.651648351648352,0.716423921068528,0.723076923076923,0.205047318611987
"461",24,1.75,0.334666666666667,1,285,58,342,116,0.816864089775561,0.661664552070117,0.795982456140351,0.71072319201995,0.145
"462",24,1.75,0.334666666666667,2,915,171,848,42,0.941606857379589,0.94726296800142,0.824485593397577,0.956112852664577,0.167811579980373
"463",24,1.75,0.334666666666667,3,462,105,448,128,0.882581910687467,0.732203389830508,0.757520960052606,0.783050847457627,0.189873417721519
"464",24,1.75,0.334666666666667,4,1000,501,2686,2041,0.624183228746922,0.203652465694089,0.521951364919987,0.328839197632358,0.157201129588955
"465",24,1.75,0.334666666666667,5,424,96,427,122,0.788109595948984,0.726321297749869,0.763627836502038,0.776556776556777,0.183556405353729
"466",24,1.75,0.334666666666667,6,454,106,486,132,0.865559565538235,0.725614123793873,0.768886176925825,0.774744027303754,0.179054054054054
"467",24,1.75,0.334666666666667,7,608,117,479,15,0.925382701153759,0.970041921204221,0.798848132285412,0.975922953451043,0.196308724832215
"468",24,1.75,0.334666666666667,8,495,126,663,270,0.776356271279107,0.579984029811019,0.753197372969236,0.647058823529412,0.159695817490494
"469",24,1.75,0.334666666666667,9,471,108,426,51,0.895156198430123,0.877529545086612,0.775853431618121,0.902298850574713,0.202247191011236
"470",24,1.75,0.334666666666667,10,329,124,502,316,0.687923818015207,0.389060811019488,0.611660856307719,0.510077519379845,0.198083067092652
"471",24,1.75,0.334666666666667,11,1083,317,1575,772,0.70098328613028,0.500064518889317,0.713018707333595,0.583827493261456,0.167547568710359
"472",24,1.75,0.334666666666667,12,263,114,686,515,0.758119376606684,0.228042300284051,0.578460076045628,0.338046272493573,0.1425
"473",24,1.75,0.334666666666667,13,300,108,430,152,0.779748001447511,0.579254990738835,0.697546468401487,0.663716814159292,0.200743494423792
"474",24,1.75,0.334666666666667,14,436,113,465,118,0.818051790688669,0.735243197080859,0.751587251198375,0.787003610108303,0.195501730103806
"475",24,1.75,0.334666666666667,15,389,82,335,28,0.930944453070637,0.916417910447761,0.789203084832905,0.932853717026379,0.196642685851319
"476",24,1.75,0.334666666666667,16,883,203,862,120,0.892655367231638,0.852183588445799,0.783485662939509,0.880358923230309,0.190610328638498
"477",24,1.75,0.334666666666667,17,296,77,397,159,0.844512449575741,0.582771888061561,0.750292222602349,0.650549450549451,0.162447257383966
"478",24,1.75,0.334666666666667,18,696,377,1910,1537,0.623980907291373,0.175827837084382,0.471123014137881,0.311688311688312,0.164844774814167
"479",24,1.75,0.334666666666667,19,404,143,652,365,0.701423886285382,0.421256591701437,0.6576156672271,0.525357607282185,0.179874213836478
"480",24,1.75,0.334666666666667,20,235,64,253,90,0.811317641349187,0.653025235633931,0.720786629975166,0.723076923076923,0.201892744479495
"481",25,1.75,0.445555555555556,1,285,58,342,116,0.818379052369077,0.661664552070117,0.795982456140351,0.71072319201995,0.145
"482",25,1.75,0.445555555555556,2,912,172,847,45,0.942044723913358,0.94342932644443,0.822878467021331,0.952978056426332,0.168792934249264
"483",25,1.75,0.445555555555556,3,453,103,450,137,0.879449535660649,0.714647834274953,0.757413905288832,0.767796610169492,0.18625678119349
"484",25,1.75,0.445555555555556,4,983,495,2692,2058,0.624453770440111,0.198809191666345,0.519508136596377,0.323248931272608,0.155318481330405
"485",25,1.75,0.445555555555556,5,426,97,426,120,0.791874155162874,0.730175927359026,0.76228691460426,0.78021978021978,0.18546845124283
"486",25,1.75,0.445555555555556,6,455,105,487,131,0.866205262429665,0.728251957026021,0.771569646569647,0.776450511945392,0.177364864864865
"487",25,1.75,0.445555555555556,7,608,117,479,15,0.92565471252976,0.970041921204221,0.798848132285412,0.975922953451043,0.196308724832215
"488",25,1.75,0.445555555555556,8,458,122,667,307,0.773152082970915,0.525290296028456,0.741727132349279,0.598692810457516,0.154626108998733
"489",25,1.75,0.445555555555556,9,473,109,425,49,0.896702397864738,0.882055442866802,0.7747345416538,0.906130268199234,0.204119850187266
"490",25,1.75,0.445555555555556,10,332,125,501,313,0.684857716026451,0.393653004069381,0.612066476769699,0.514728682170543,0.199680511182109
"491",25,1.75,0.445555555555556,11,1084,315,1577,771,0.704347999521321,0.501345316006543,0.715092387446073,0.584366576819407,0.166490486257928
"492",25,1.75,0.445555555555556,12,259,114,686,519,0.753662435732648,0.222046512325092,0.571949806949807,0.332904884318766,0.1425
"493",25,1.75,0.445555555555556,13,293,104,434,159,0.778551337303023,0.563934994494515,0.701790222921451,0.648230088495575,0.193308550185874
"494",25,1.75,0.445555555555556,14,437,114,464,117,0.815234906874196,0.736921137806548,0.749962389047691,0.788808664259928,0.197231833910035
"495",25,1.75,0.445555555555556,15,391,79,338,26,0.931674804041659,0.923076923076923,0.797953964194373,0.937649880095923,0.189448441247002
"496",25,1.75,0.445555555555556,16,884,204,861,119,0.891879291702358,0.853245142620918,0.782665222101842,0.88135593220339,0.191549295774648
"497",25,1.75,0.445555555555556,17,296,76,398,159,0.843589743589744,0.583820199900602,0.753535180750371,0.650549450549451,0.160337552742616
"498",25,1.75,0.445555555555556,18,665,369,1918,1568,0.626269196930958,0.162711941971947,0.458214622695786,0.297805642633229,0.161346742457368
"499",25,1.75,0.445555555555556,19,401,138,657,368,0.700941351587866,0.420940437382356,0.667115230790947,0.521456436931079,0.173584905660377
"500",25,1.75,0.445555555555556,20,235,64,253,90,0.809230769230769,0.653025235633931,0.720786629975166,0.723076923076923,0.201892744479495
"501",26,1.75,0.556444444444444,1,285,56,344,116,0.819943890274314,0.663631618627849,0.803017543859649,0.71072319201995,0.14
"502",26,1.75,0.556444444444444,2,912,171,848,45,0.942267246250191,0.943496037144378,0.823908243375859,0.952978056426332,0.167811579980373
"503",26,1.75,0.556444444444444,3,446,102,451,144,0.876268121494468,0.700732834755158,0.755998670115716,0.75593220338983,0.184448462929476
"504",26,1.75,0.556444444444444,4,972,488,2699,2069,0.623989866758732,0.196615868178734,0.520942202181961,0.319631700098652,0.153122058362096
"505",26,1.75,0.556444444444444,5,426,99,424,120,0.79492782552056,0.728903172299399,0.757385613874451,0.78021978021978,0.189292543021032
"506",26,1.75,0.556444444444444,6,453,104,488,133,0.866484872244258,0.724668494376993,0.772746256189965,0.773037542662116,0.175675675675676
"507",26,1.75,0.556444444444444,7,607,116,480,16,0.925493121613324,0.968111289459604,0.80023882445297,0.974317817014446,0.194630872483222
"508",26,1.75,0.556444444444444,8,419,122,667,346,0.769576778746987,0.464985154481583,0.717687414357923,0.547712418300654,0.154626108998733
"509",26,1.75,0.556444444444444,9,471,113,421,51,0.897925725027623,0.876075026619707,0.765476275674515,0.902298850574713,0.211610486891386
"510",26,1.75,0.556444444444444,10,332,123,503,313,0.682990316269163,0.396063926518409,0.618273413141383,0.514728682170543,0.196485623003195
"511",26,1.75,0.556444444444444,11,1091,311,1581,764,0.707023472359146,0.507122824784205,0.72051505397806,0.588140161725067,0.164376321353066
"512",26,1.75,0.556444444444444,12,254,113,687,524,0.750323746786632,0.215695079010489,0.567352362204725,0.326478149100257,0.14125
"513",26,1.75,0.556444444444444,13,290,104,434,162,0.778111326775669,0.555707352881204,0.698705294193052,0.641592920353982,0.193308550185874
"514",26,1.75,0.556444444444444,14,437,114,464,117,0.812755299614006,0.736921137806548,0.749962389047691,0.788808664259928,0.197231833910035
"515",26,1.75,0.556444444444444,15,392,78,339,25,0.932209627981068,0.926253687315634,0.801020408163265,0.940047961630695,0.18705035971223
"516",26,1.75,0.556444444444444,16,884,202,863,119,0.891218363688278,0.853585246577764,0.78479595521849,0.88135593220339,0.189671361502347
"517",26,1.75,0.556444444444444,17,294,75,399,161,0.842815412435666,0.579641411220359,0.755123568414708,0.646153846153846,0.158227848101266
"518",26,1.75,0.556444444444444,18,645,365,1922,1588,0.627556678051981,0.153797008546013,0.447470197238859,0.28884908195253,0.159597726278968
"519",26,1.75,0.556444444444444,19,398,139,656,371,0.700156210385128,0.415329934346158,0.662175658165039,0.517555266579974,0.174842767295597
"520",26,1.75,0.556444444444444,20,235,62,255,90,0.808066003397234,0.655746606334842,0.729512047788442,0.723076923076923,0.195583596214511
"521",27,1.75,0.667333333333333,1,285,56,344,116,0.8221072319202,0.663631618627849,0.803017543859649,0.71072319201995,0.14
"522",27,1.75,0.667333333333333,2,912,171,848,45,0.942475412307229,0.943496037144378,0.823908243375859,0.952978056426332,0.167811579980373
"523",27,1.75,0.667333333333333,3,440,98,455,150,0.873374812272045,0.691003911342894,0.762370540851554,0.745762711864407,0.177215189873418
"524",27,1.75,0.667333333333333,4,962,479,2708,2079,0.623229316483944,0.19541585043791,0.524889314503372,0.316343308122328,0.150298085974271
"525",27,1.75,0.667333333333333,5,427,99,424,119,0.797603288999083,0.731162312530237,0.757953797448516,0.782051282051282,0.189292543021032
"526",27,1.75,0.667333333333333,6,453,104,488,133,0.866692417673646,0.724668494376993,0.772746256189965,0.773037542662116,0.175675675675676
"527",27,1.75,0.667333333333333,7,607,115,481,16,0.925215723873442,0.968177586155114,0.801960903552514,0.974317817014446,0.192953020134228
"528",27,1.75,0.667333333333333,8,393,124,665,372,0.766037923407639,0.423051747014595,0.694075987577279,0.513725490196078,0.157160963244613
"529",27,1.75,0.667333333333333,9,472,113,421,50,0.89886922955501,0.878504928058536,0.765973147971815,0.904214559386973,0.211610486891386
"530",27,1.75,0.667333333333333,10,333,123,503,312,0.681571191519925,0.397993434740395,0.619419739228046,0.516279069767442,0.196485623003195
"531",27,1.75,0.667333333333333,11,1092,311,1581,763,0.709113988249574,0.507767951976895,0.720770992573318,0.588679245283019,0.164376321353066
"532",27,1.75,0.667333333333333,12,250,117,683,528,0.747738592544987,0.205079661406091,0.54487,0.32133676092545,0.14625
"533",27,1.75,0.667333333333333,13,288,103,435,164,0.777210744481363,0.551256230291934,0.699530152829409,0.63716814159292,0.191449814126394
"534",27,1.75,0.667333333333333,14,437,114,464,117,0.810812836495821,0.736921137806548,0.749962389047691,0.788808664259928,0.197231833910035
"535",27,1.75,0.667333333333333,15,393,77,340,24,0.932508669323534,0.929411764705882,0.804071246819339,0.942446043165468,0.184652278177458
"536",27,1.75,0.667333333333333,16,885,202,863,118,0.890714710329107,0.854815622656942,0.785039123630673,0.882352941176471,0.189671361502347
"537",27,1.75,0.667333333333333,17,292,74,400,163,0.841776788612232,0.575483516483517,0.756733714814173,0.641758241758242,0.156118143459916
"538",27,1.75,0.667333333333333,18,622,367,1920,1611,0.628211482138476,0.140646691670398,0.423899518739359,0.278549037169727,0.160472234368168
"539",27,1.75,0.667333333333333,19,392,134,661,377,0.699225490917716,0.410368496328021,0.669342831472212,0.509752925877763,0.168553459119497
"540",27,1.75,0.667333333333333,20,235,62,255,90,0.806969182237321,0.655746606334842,0.729512047788442,0.723076923076923,0.195583596214511
"541",28,1.75,0.778222222222222,1,285,59,341,116,0.823104738154613,0.660672366005807,0.792464912280702,0.71072319201995,0.1475
"542",28,1.75,0.778222222222222,2,912,171,848,45,0.942602567928276,0.943496037144378,0.823908243375859,0.952978056426332,0.167811579980373
"543",28,1.75,0.778222222222222,3,432,97,456,158,0.870686854445704,0.6752378828427,0.760439689237158,0.732203389830508,0.175406871609403
"544",28,1.75,0.778222222222222,4,950,470,2717,2091,0.622387665610055,0.193452335926245,0.527927600614338,0.31239723775074,0.147474113586445
"545",28,1.75,0.778222222222222,5,428,99,424,118,0.799700936412218,0.733421452761075,0.75851932595915,0.783882783882784,0.189292543021032
"546",28,1.75,0.778222222222222,6,451,103,489,135,0.866741421455585,0.721099688016918,0.773933301372326,0.76962457337884,0.173986486486487
"547",28,1.75,0.778222222222222,7,607,114,482,16,0.924919473859976,0.968243607760601,0.803682982652057,0.974317817014446,0.191275167785235
"548",28,1.75,0.778222222222222,8,373,123,666,392,0.76259847411715,0.392945887063534,0.680271970152601,0.487581699346405,0.155893536121673
"549",28,1.75,0.778222222222222,9,474,113,421,48,0.899518561568155,0.883364730936195,0.766960603043664,0.908045977011494,0.211610486891386
"550",28,1.75,0.778222222222222,10,335,122,504,310,0.680578051861208,0.403039251876461,0.624767536121311,0.51937984496124,0.194888178913738
"551",28,1.75,0.778222222222222,11,1092,311,1581,763,0.710851763418679,0.507767951976895,0.720770992573318,0.588679245283019,0.164376321353066
"552",28,1.75,0.778222222222222,12,250,114,686,528,0.745555109254499,0.208555989417434,0.55654,0.32133676092545,0.1425
"553",28,1.75,0.778222222222222,13,288,103,435,164,0.776630917524756,0.551256230291934,0.699530152829409,0.63716814159292,0.191449814126394
"554",28,1.75,0.778222222222222,14,437,114,464,117,0.809266985622025,0.736921137806548,0.749962389047691,0.788808664259928,0.197231833910035
"555",28,1.75,0.778222222222222,15,393,76,341,24,0.932640937609625,0.929618768328446,0.806615776081425,0.942446043165468,0.182254196642686
"556",28,1.75,0.778222222222222,16,886,201,864,117,0.890421692668473,0.856212612163509,0.786344704797635,0.883349950149551,0.188732394366197
"557",28,1.75,0.778222222222222,17,290,73,401,165,0.840905086474707,0.571346359376285,0.758366070129492,0.637362637362637,0.154008438818565
"558",28,1.75,0.778222222222222,18,602,366,1921,1631,0.62839848509978,0.130431022243835,0.406381875311416,0.269592476489028,0.160034980323568
"559",28,1.75,0.778222222222222,19,392,133,662,377,0.69836837843806,0.411259178357737,0.67181042228212,0.509752925877763,0.167295597484277
"560",28,1.75,0.778222222222222,20,235,62,255,90,0.806027663188546,0.655746606334842,0.729512047788442,0.723076923076923,0.195583596214511
"561",29,1.75,0.889111111111111,1,285,59,341,116,0.823940149625935,0.660672366005807,0.792464912280702,0.71072319201995,0.1475
"562",29,1.75,0.889111111111111,2,912,171,848,45,0.942707163681073,0.943496037144378,0.823908243375859,0.952978056426332,0.167811579980373
"563",29,1.75,0.889111111111111,3,428,96,457,162,0.868415729303951,0.667744687163891,0.760693583005188,0.725423728813559,0.173598553345389
"564",29,1.75,0.889111111111111,4,932,464,2723,2109,0.621449333742069,0.188301802166812,0.524953169461237,0.306478132193357,0.145591465327895
"565",29,1.75,0.889111111111111,5,428,99,424,118,0.801266292662086,0.733421452761075,0.75851932595915,0.783882783882784,0.189292543021032
"566",29,1.75,0.889111111111111,6,451,101,491,135,0.866784660086708,0.722235738167562,0.778322946005873,0.76962457337884,0.170608108108108
"567",29,1.75,0.889111111111111,7,607,112,484,16,0.92457743975352,0.968374832521921,0.807127140851144,0.974317817014446,0.187919463087248
"568",29,1.75,0.889111111111111,8,372,122,667,393,0.759359493691858,0.392309727489197,0.682018888752607,0.486274509803922,0.154626108998733
"569",29,1.75,0.889111111111111,9,475,114,420,47,0.900218118156902,0.88552271483306,0.765393258426966,0.909961685823755,0.213483146067416
"570",29,1.75,0.889111111111111,10,336,121,505,309,0.67978799811774,0.40614321897306,0.628950821542675,0.52093023255814,0.193290734824281
"571",29,1.75,0.889111111111111,11,1095,312,1580,760,0.712377267313643,0.509393019209117,0.720640620927336,0.590296495956873,0.164904862579281
"572",29,1.75,0.889111111111111,12,250,114,686,528,0.743723489717224,0.208555989417434,0.55654,0.32133676092545,0.1425
"573",29,1.75,0.889111111111111,13,287,102,436,165,0.776367733657927,0.549555492408866,0.70141056694688,0.634955752212389,0.189591078066915
"574",29,1.75,0.889111111111111,14,437,114,464,117,0.808127115785792,0.736921137806548,0.749962389047691,0.788808664259928,0.197231833910035
"575",29,1.75,0.889111111111111,15,393,75,342,24,0.932928477361995,0.929824561403509,0.809160305343511,0.942446043165468,0.179856115107914
"576",29,1.75,0.889111111111111,16,884,198,867,119,0.890200759224673,0.854260747170254,0.789057421451788,0.88135593220339,0.185915492957746
"577",29,1.75,0.889111111111111,17,288,73,401,167,0.840102935039644,0.566150557671755,0.756688056727614,0.632967032967033,0.154008438818565
"578",29,1.75,0.889111111111111,18,593,362,1925,1640,0.628431577770419,0.127449532106944,0.403958586954197,0.265562024182714,0.158285964145168
"579",29,1.75,0.889111111111111,19,390,129,666,379,0.697740265475869,0.411690624304409,0.680048379293662,0.507152145643693,0.162264150943396
"580",29,1.75,0.889111111111111,20,236,62,255,89,0.805231739868964,0.659571644042232,0.730658183179169,0.726153846153846,0.195583596214511
"581",30,1.75,1,1,285,59,341,116,0.824551122194514,0.660672366005807,0.792464912280702,0.71072319201995,0.1475
"582",30,1.75,1,2,912,171,848,45,0.942848675581916,0.943496037144378,0.823908243375859,0.952978056426332,0.167811579980373
"583",30,1.75,1,3,422,96,457,168,0.866215097925031,0.655438934836628,0.757291122100049,0.715254237288136,0.173598553345389
"584",30,1.75,1,4,917,458,2729,2124,0.620542059482646,0.18432599833544,0.523425831289121,0.301545544228872,0.143708817069344
"585",30,1.75,1,5,428,100,423,118,0.802477955441627,0.732791243429541,0.756080127231465,0.783882783882784,0.191204588910134
"586",30,1.75,1,6,449,102,490,137,0.866810603265381,0.717545448213415,0.775130921567447,0.766211604095563,0.172297297297297
"587",30,1.75,1,7,604,111,485,19,0.924275803376173,0.962522546375205,0.807899795546469,0.969502407704655,0.186241610738255
"588",30,1.75,1,8,371,121,668,394,0.756774936421548,0.391675472584243,0.683775224703555,0.484967320261438,0.153358681875792
"589",30,1.75,1,9,474,114,420,48,0.90088180004879,0.883087027914614,0.764898307495378,0.908045977011494,0.213483146067416
"590",30,1.75,1,10,336,121,505,309,0.679166357084479,0.40614321897306,0.628950821542675,0.52093023255814,0.193290734824281
"591",30,1.75,1,11,1098,311,1581,757,0.713702466905626,0.51163871513304,0.722296834143956,0.591913746630728,0.164376321353066
"592",30,1.75,1,12,249,114,686,529,0.742415649100257,0.207057042427695,0.554759036144578,0.320051413881748,0.1425
"593",30,1.75,1,13,287,102,436,165,0.776269039707866,0.549555492408866,0.70141056694688,0.634955752212389,0.189591078066915
"594",30,1.75,1,14,436,113,465,118,0.807296416124318,0.735243197080859,0.751587251198375,0.787003610108303,0.195501730103806
"595",30,1.75,1,15,393,75,342,24,0.932991736107517,0.929824561403509,0.809160305343511,0.942446043165468,0.179856115107914
"596",30,1.75,1,16,884,197,868,119,0.889982634256854,0.854428649535265,0.790122788010112,0.88135593220339,0.184976525821596
"597",30,1.75,1,17,287,71,403,168,0.839500162284972,0.56571864859706,0.76252958732119,0.630769230769231,0.149789029535865
"598",30,1.75,1,18,569,362,1925,1664,0.628263177197936,0.114680500869484,0.378818000112195,0.254814151365875,0.158285964145168
"599",30,1.75,1,19,389,123,672,380,0.69699110991159,0.415404978636448,0.694145607993404,0.505851755526658,0.154716981132075
"600",30,1.75,1,20,236,62,255,89,0.804552293132735,0.659571644042232,0.730658183179169,0.726153846153846,0.195583596214511
"601",31,2.375,0.002,1,285,73,327,116,0.776608478802993,0.646144577394434,0.743219298245614,0.71072319201995,0.1825
"602",31,2.375,0.002,2,927,208,811,30,0.917982573527225,0.960612116316015,0.789272432202394,0.968652037617555,0.204121687929342
"603",31,2.375,0.002,3,437,139,414,153,0.828540779109327,0.653610906411201,0.66064031846264,0.740677966101695,0.251356238698011
"604",31,2.375,0.002,4,1125,758,2429,1916,0.622273856499609,0.173327228576004,0.357088728515148,0.369944097336402,0.237841229996862
"605",31,2.375,0.002,5,411,119,404,135,0.76986811786047,0.679917854422805,0.697729271049951,0.752747252747253,0.227533460803059
"606",31,2.375,0.002,6,452,171,421,134,0.830187482704548,0.67845127398604,0.625515725902894,0.771331058020478,0.288851351351351
"607",31,2.375,0.002,7,612,170,426,11,0.936521701660077,0.975297477750398,0.709638329604773,0.982343499197432,0.285234899328859
"608",31,2.375,0.002,8,563,206,583,202,0.771697441122626,0.642646218006928,0.645232965711932,0.735947712418301,0.261089987325729
"609",31,2.375,0.002,9,470,120,414,52,0.884461951296512,0.871508690099395,0.750418360028688,0.900383141762452,0.224719101123595
"610",31,2.375,0.002,10,397,164,462,248,0.772558634866384,0.479016074364912,0.574363637826832,0.615503875968992,0.261980830670926
"611",31,2.375,0.002,11,1112,388,1504,743,0.741459856510317,0.496130354992258,0.65790264194564,0.599460916442048,0.20507399577167
"612",31,2.375,0.002,12,340,190,610,438,0.711371304627249,0.261662944076868,0.456544117647059,0.437017994858612,0.2375
"613",31,2.375,0.002,13,361,143,395,91,0.801797874790275,0.725786938501176,0.667198714846204,0.798672566371681,0.265799256505576
"614",31,2.375,0.002,14,442,181,397,112,0.838444530498545,0.705662504887741,0.607501291706462,0.797833935018051,0.313148788927336
"615",31,2.375,0.002,15,397,110,307,20,0.929811546446296,0.93485342019544,0.722921914357683,0.952038369304556,0.26378896882494
"616",31,2.375,0.002,16,912,244,821,91,0.887442835811813,0.882308008981581,0.748031463635615,0.909272183449651,0.229107981220657
"617",31,2.375,0.002,17,398,117,357,57,0.867172068437891,0.833668852156247,0.717813752305833,0.874725274725275,0.246835443037975
"618",31,2.375,0.002,18,744,604,1683,1489,0.534570581477386,0.0938751866282754,0.207340696127246,0.333184057321988,0.264101442938347
"619",31,2.375,0.002,19,436,179,616,333,0.762341029352831,0.441138347997906,0.602876348739253,0.566970091027308,0.225157232704402
"620",31,2.375,0.002,20,237,96,221,88,0.806687697160883,0.61161155586495,0.58471429141876,0.729230769230769,0.302839116719243
"621",32,2.375,0.112888888888889,1,285,68,332,116,0.833815461346633,0.651473725325241,0.76080701754386,0.71072319201995,0.17
"622",32,2.375,0.112888888888889,2,913,200,819,44,0.937818850410641,0.942795391071253,0.794270309895125,0.954022988505747,0.196270853778214
"623",32,2.375,0.112888888888889,3,449,135,418,141,0.845578815091795,0.683833427945828,0.679214811294538,0.761016949152542,0.244122965641953
"624",32,2.375,0.112888888888889,4,1316,676,2511,1725,0.663058481064197,0.280040560763158,0.509854337959205,0.432752384084183,0.212111703796674
"625",32,2.375,0.112888888888889,5,419,114,409,127,0.783571113399029,0.702566789363855,0.715958509973213,0.767399267399267,0.217973231357553
"626",32,2.375,0.112888888888889,6,461,141,451,125,0.859327437505765,0.720000302702376,0.697243067362373,0.786689419795222,0.238175675675676
